PeakID (cmd=annotatePeaks.pl loss_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
506	chr15	67115785	67116284	+	0	NA	intron (NM_005902, intron 1 of 8)	intron (NM_005902, intron 1 of 8)	-9682	NM_001145102	4088	Hs.727986	NM_005902	ENSG00000166949	SMAD3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	SMAD family member 3	protein-coding
748	chr17	1933907	1934406	+	0	NA	TTS (NM_178568)	TTS (NM_178568)	-83560	NR_135642	105371485	Hs.655867	NR_135642	ENSG00000228133	LOC105371485	-	uncharacterized LOC105371485	ncRNA
483	chr2	105460700	105461199	+	0	NA	Intergenic	Intergenic	-22436	NM_201557	2274	Hs.443687	NM_001450	ENSG00000115641	FHL2	AAG11|DRAL|FHL-2|SLIM-3|SLIM3	four and a half LIM domains 2	protein-coding
813	chr5	59357666	59358165	+	0	NA	promoter-TSS (NM_001197219)	promoter-TSS (NM_001197219)	-945	NM_001197219	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D	protein-coding
972	chr3	55497115	55497614	+	0	NA	Intergenic	Intergenic	-9722	NM_003392	7474	Hs.643085	NM_003392	ENSG00000114251	WNT5A	hWNT5A	Wnt family member 5A	protein-coding
100	chr2	238107142	238107641	+	0	NA	intron (NM_194312, intron 3 of 8)	intron (NM_194312, intron 3 of 8)	7051	NM_194312	339768	Hs.127724	NM_194312	ENSG00000144488	ESPNL	-	espin like	protein-coding
531	chr9	112496223	112496722	+	0	NA	intron (NM_133465, intron 1 of 3)	L1ME3A|LINE|L1	-8828	NM_001350649	100133204	Hs.662552	NM_001350649		C9orf147	-	chromosome 9 open reading frame 147	protein-coding
784	chr6	139870242	139870741	+	0	NA	Intergenic	AluY|SINE|Alu	15641	NR_138542	100132735	Hs.62646	NR_038399	ENSG00000231426	FILNC1	-	FOXO induced long non-coding RNA 1	ncRNA
967	chr18	35046571	35047070	+	0	NA	intron (NR_046177, intron 1 of 6)	intron (NR_046177, intron 1 of 6)	5407	NM_014268	10982	Hs.532824	NM_014268	ENSG00000166974	MAPRE2	CSCSC2|EB1|EB2|RP1	microtubule associated protein RP/EB family member 2	protein-coding
1090	chr1	212989645	212990144	+	0	NA	3' UTR (NM_024749, exon 6 of 6)	3' UTR (NM_024749, exon 6 of 6)	25615	NM_001300755	90806	Hs.157078	NM_144567	ENSG00000174606	ANGEL2	Ccr4d|KIAA0759L	angel homolog 2	protein-coding
805	chr4	64747843	64748342	+	0	NA	Intergenic	L1PREC2|LINE|L1	256408	NR_033976	401134	Hs.165899	NR_033976	ENSG00000250125	LINC02232	-	long intergenic non-protein coding RNA 2232	ncRNA
1075	chr3	156351787	156352286	+	0	NA	intron (NM_172159, intron 1 of 13)	intron (NM_172159, intron 1 of 13)	60999	NM_001308222	7881	Hs.654519	NM_003471	ENSG00000169282	KCNAB1	AKR6A3|KCNA1B|KV-BETA-1|Kvb1.3|hKvBeta3|hKvb3	potassium voltage-gated channel subfamily A member regulatory beta subunit 1	protein-coding
624	chr7	17900163	17900662	+	0	NA	intron (NM_001350862, intron 1 of 25)	L1M1|LINE|L1	40082	NM_001350862	23161	Hs.487648	NM_015132	ENSG00000071189	SNX13	RGS-PX1	sorting nexin 13	protein-coding
768	chr2	527561	528060	+	0	NA	Intergenic	Intergenic	-17995	NR_146470	101927362	Hs.385749	NR_146470	ENSG00000225942	LINC01875	-	long intergenic non-protein coding RNA 1875	ncRNA
15	chr19	48639026	48639525	+	0	NA	intron (NR_136241, intron 7 of 8)	intron (NR_136241, intron 7 of 8)	1236	NR_004401	653677	Hs.443160	NR_004401	ENSG00000232871	SEC1P	SEC1	secretory blood group 1, pseudogene	pseudo
1214	chr2	64275469	64275968	+	0	NA	Intergenic	Intergenic	47317	NR_120420	100507006	Hs.442789	NR_120420		LOC100507006	-	uncharacterized LOC100507006	ncRNA
802	chr17	17289975	17290474	+	0	NA	Intergenic	Intergenic	-8921	NM_001316355	8533	Hs.6076	NM_003653	ENSG00000141030	COPS3	CSN3|SGN3	COP9 signalosome subunit 3	protein-coding
1137	chr2	47163512	47164011	+	0	NA	intron (NM_001305625, intron 2 of 5)	intron (NM_001305625, intron 2 of 5)	-8453	NM_001163561	285051	Hs.531575	NM_173649	ENSG00000239605	STPG4	C2orf61|GSE	sperm-tail PG-rich repeat containing 4	protein-coding
499	chr7	5308556	5309055	+	0	NA	intron (NM_001080495, intron 29 of 29)	intron (NM_001080495, intron 29 of 29)	25862	NM_001300847	222962	Hs.4302	NM_153247	ENSG00000164638	SLC29A4	ENT4|PMAT	solute carrier family 29 member 4	protein-coding
903	chr4	166333145	166333644	+	0	NA	Intergenic	L1P3|LINE|L1	460157	NM_001204760	7092	Hs.106513	NM_012464	ENSG00000038295	TLL1	ASD6|TLL	tolloid like 1	protein-coding
795	chr2	239228018	239228517	+	0	NA	intron (NM_006037, intron 3 of 26)	intron (NM_006037, intron 3 of 26)	-32810	NR_026664	85009	Hs.744565	NM_032923		MGC16025	-	uncharacterized LOC85009	ncRNA
1101	chr7	23100664	23101163	+	0	NA	TTS (NR_046220)	TTS (NR_046220)	4790	NR_046220	100775104		NR_046220	ENSG00000230658	KLHL7-DT	KLHL7-AS1|PLATAK	KLHL7 divergent transcript	ncRNA
342	chr2	17649405	17649904	+	0	NA	intron (NM_003385, intron 3 of 3)	intron (NM_003385, intron 3 of 3)	104156	NM_001142286	79677	Hs.526728	NM_024624	ENSG00000163029	SMC6	SMC-6|SMC6L1|hSMC6	structural maintenance of chromosomes 6	protein-coding
588	chr6	2732261	2732760	+	0	NA	intron (NM_001012418, intron 2 of 12)	intron (NM_001012418, intron 2 of 12)	18412	NM_001012418	340156	Hs.127830	NM_001012418	ENSG00000145949	MYLK4	SgK085	myosin light chain kinase family member 4	protein-coding
317	chr2	208360878	208361377	+	0	NA	intron (NM_001309516, intron 1 of 12)	intron (NM_001309516, intron 1 of 12)	1435	NM_001309516	5746	Hs.570296	NM_005048	ENSG00000144407	PTH2R	PTHR2	parathyroid hormone 2 receptor	protein-coding
272	chr7	55050565	55051064	+	0	NA	intron (NM_001346941, intron 1 of 21)	intron (NM_001346941, intron 1 of 21)	31782	NM_201283	1956	Hs.488293	NM_005228	ENSG00000146648	EGFR	ERBB|ERBB1|HER1|NISBD2|PIG61|mENA	epidermal growth factor receptor	protein-coding
652	chr11	111671239	111671738	+	0	NA	intron (NM_015191, intron 3 of 14)	intron (NM_015191, intron 3 of 14)	69039	NM_015191	23235	Hs.269128	NM_015191	ENSG00000170145	SIK2	LOH11CR1I|QIK|SIK-2|SNF1LK2	salt inducible kinase 2	protein-coding
377	chr3	49433002	49433501	+	0	NA	Intergenic	Intergenic	-3927	NM_032316	84276	Hs.191460	NM_032316	ENSG00000145029	NICN1	-	nicolin 1	protein-coding
564	chr1	214504136	214504635	+	0	NA	intron (NM_005401, intron 1 of 18)	intron (NM_005401, intron 1 of 18)	47217	NM_005401	5784	Hs.193557	NM_005401	ENSG00000152104	PTPN14	CATLPH|PEZ|PTP36	protein tyrosine phosphatase non-receptor type 14	protein-coding
291	chr2	20422825	20423324	+	0	NA	Intergenic	LTR50|LTR|ERVL	-24000	NM_004040	388	Hs.502876	NM_004040	ENSG00000143878	RHOB	ARH6|ARHB|MST081|MSTP081|RHOH6	ras homolog family member B	protein-coding
247	chr15	56192189	56192688	+	0	NA	intron (NM_001370561, intron 4 of 11)	intron (NM_001370561, intron 4 of 11)	-2506	NM_001368074	64864	Hs.745089	NM_022841	ENSG00000181827	RFX7	RFXDC2	regulatory factor X7	protein-coding
92	chr7	45084540	45085039	+	0	NA	exon (NM_001146334, exon 2 of 8)	exon (NM_001146334, exon 2 of 8)	4180	NM_001146334	23148	Hs.96633	NM_001146334	ENSG00000136274	NACAD	-	NAC alpha domain containing	protein-coding
212	chr9	123402583	123403082	+	0	NA	promoter-TSS (NR_030332)	promoter-TSS (NR_030332)	-229	NR_030332	693186		NR_030332	ENSG00000207991	MIR601	MIRN601|hsa-mir-601	microRNA 601	ncRNA
1	chr8	6503118	6503617	+	0	NA	intron (NM_001147, intron 8 of 8)	intron (NM_001147, intron 8 of 8)	59878	NM_001118887	285	Hs.583870	NM_001147	ENSG00000091879	ANGPT2	AGPT2|ANG2	angiopoietin 2	protein-coding
345	chr3	159502787	159503286	+	0	NA	intron (NM_001197108, intron 1 of 6)	intron (NM_001197108, intron 1 of 6)	220390	NR_037483	100500803		NR_037483	ENSG00000263634	MIR3919	-	microRNA 3919	ncRNA
792	chr2	42112008	42112507	+	0	NA	Intergenic	Intergenic	-57096	NM_019063	27436	Hs.713173	NM_019063	ENSG00000143924	EML4	C2orf2|ELP120|EMAP-4|EMAPL4|ROPP120	EMAP like 4	protein-coding
711	chr14	50857407	50857906	+	0	NA	Intergenic	Intergenic	-14397	NM_001206673	145447	Hs.271896	NM_181533	ENSG00000131969	ABHD12B	BEM46L3|C14orf29|c14_5314	abhydrolase domain containing 12B	protein-coding
275	chr8	144757996	144758495	+	0	NA	Intergenic	L2|LINE|L2	-2714	NM_138367	90987	Hs.534516	NM_138367	ENSG00000198169	ZNF251	-	zinc finger protein 251	protein-coding
828	chr6	146930272	146930771	+	0	NA	intron (NR_034115, intron 7 of 10)	intron (NR_034115, intron 7 of 10)	-126697	NR_003954	729176	Hs.486708	NR_003954		KATNBL1P6	-	katanin regulatory subunit B1 like 1 pseudogene 6	pseudo
655	chr7	26068633	26069132	+	0	NA	Intergenic	LTR33A|LTR|ERVL	-83316	NM_004289	9603	Hs.404741	NM_004289	ENSG00000050344	NFE2L3	NRF3	nuclear factor, erythroid 2 like 3	protein-coding
1140	chr13	100192401	100192900	+	0	NA	intron (NR_148031, intron 6 of 22)	AluSc8|SINE|Alu	103557	NM_001352609	5095	Hs.80741	NM_000282	ENSG00000175198	PCCA	-	propionyl-CoA carboxylase subunit alpha	protein-coding
215	chr12	116150372	116150871	+	0	NA	intron (NM_015335, intron 2 of 30)	intron (NM_015335, intron 2 of 30)	-1967	NR_030351	693205		NR_030351	ENSG00000207967	MIR620	MIRN620|hsa-mir-620	microRNA 620	ncRNA
771	chr20	2690076	2690575	+	0	NA	Intergenic	Intergenic	-2455	NR_138537	57593	Hs.471955	NM_020833	ENSG00000088881	EBF4	COE4|O/E-4	EBF family member 4	protein-coding
919	chr21	41854084	41854583	+	0	NA	intron (NM_001040424, intron 5 of 23)	Tigger3a|DNA|TcMar-Tigger	8969	NR_104260	63977	Hs.473893	NM_022115	ENSG00000141956	PRDM15	C21orf83|PFM15|ZNF298	PR/SET domain 15	protein-coding
456	chr10	97238696	97239195	+	0	NA	intron (NM_032900, intron 8 of 11)	Tigger3b|DNA|TcMar-Tigger	31712	NM_001256423	84986	Hs.80305	NM_032900	ENSG00000213390	ARHGAP19	-	Rho GTPase activating protein 19	protein-coding
1097	chr2	188102678	188103177	+	0	NA	intron (NR_126396, intron 2 of 2)	L1PA15|LINE|L1	184764	NR_126396	104355152		NR_126396	ENSG00000231689	LINC01090	-	long intergenic non-protein coding RNA 1090	ncRNA
563	chr19	28333952	28334451	+	0	NA	Intergenic	Intergenic	-272487	NR_135636	102724908		NR_135636	ENSG00000266976	LOC102724908	-	uncharacterized LOC102724908	ncRNA
790	chr17	40086881	40087380	+	0	NA	intron (NM_001190919, intron 7 of 9)	(AC)n|Simple_repeat|Simple_repeat	13459	NM_021724	9572	Hs.724	NM_021724	ENSG00000126368	NR1D1	EAR1|REVERBA|REVERBalpha|THRA1|THRAL|ear-1|hRev	nuclear receptor subfamily 1 group D member 1	protein-coding
1151	chr9	4495582	4496081	+	0	NA	intron (NM_004170, intron 1 of 11)	intron (NM_004170, intron 1 of 11)	5363	NM_004170	6505	Hs.444915	NM_004170	ENSG00000106688	SLC1A1	DCBXA|EAAC1|EAAT3|SCZD18	solute carrier family 1 member 1	protein-coding
23	chr7	23220741	23221240	+	0	NA	Intergenic	LTR16D|LTR|ERVL	-25785	NM_002510	10457	Hs.190495	NM_002510	ENSG00000136235	GPNMB	HGFIN|NMB|PLCA3	glycoprotein nmb	protein-coding
979	chr7	129624806	129625305	+	0	NA	intron (NM_005011, intron 1 of 10)	MLT1C|LTR|ERVL-MaLR	-5023	NM_001040110	4899	Hs.654363	NM_005011	ENSG00000106459	NRF1	ALPHA-PAL	nuclear respiratory factor 1	protein-coding
60	chr4	165760057	165760556	+	0	NA	intron (NR_121676, intron 5 of 5)	LTR50|LTR|ERVL	-17235	NR_121677	101928131	Hs.406479	NR_121677		LOC101928131	-	uncharacterized LOC101928131	ncRNA
210	chr7	30643801	30644300	+	0	NA	Intergenic	Intergenic	38406	NM_001883	1395	Hs.546246	NM_001883	ENSG00000106113	CRHR2	CRF-RB|CRF2|CRFR2|HM-CRF	corticotropin releasing hormone receptor 2	protein-coding
507	chr9	34576040	34576539	+	0	NA	intron (NM_001842, intron 1 of 8)	(CA)n|Simple_repeat|Simple_repeat	8277	NR_024369	415056	Hs.734229	NR_024369		CNTFR-AS1	-	CNTFR antisense RNA 1	ncRNA
1064	chr10	14310555	14311054	+	0	NA	intron (NR_134578, intron 2 of 3)	LTR9A1|LTR|ERV1	20080	NR_134578	55691	Hs.330463	NM_018027	ENSG00000151474	FRMD4A	CCAFCA|FRMD4|bA295P9.4	FERM domain containing 4A	protein-coding
270	chr10	72303673	72304172	+	0	NA	Intergenic	Intergenic	29998	NM_019058	54541	Hs.744875	NM_019058	ENSG00000168209	DDIT4	Dig2|REDD-1|REDD1	DNA damage inducible transcript 4	protein-coding
650	chr12	122385447	122385946	+	0	NA	intron (NM_198240, intron 1 of 23)	L2|LINE|L2	-9846	NR_045382	100507066	Hs.624253	NR_045382		CLIP1-AS1	-	CLIP1 antisense RNA 1	ncRNA
8	chr3	155178911	155179410	+	0	NA	intron (NM_000902, intron 22 of 22)	L2c|LINE|L2	-61785	NR_125399	101928190	Hs.121410	NR_125399	ENSG00000241336	LINC01487	-	long intergenic non-protein coding RNA 1487	ncRNA
946	chr20	58909626	58910125	+	0	NA	intron (NM_080425, intron 10 of 12)	intron (NM_080425, intron 10 of 12)	17712	NR_132272	2778	Hs.125898	NM_000516	ENSG00000087460	GNAS	AHO|C20orf45|GNAS1|GPSA|GSA|GSP|NESP|PITA3|POH|SCG6|SgVI	GNAS complex locus	protein-coding
128	chr1	89666078	89666577	+	0	NA	intron (NM_032270, intron 1 of 2)	L1PA4|LINE|L1	33207	NM_032270	84230	Hs.412836	NM_032270	ENSG00000171488	LRRC8C	AD158|FAD158	leucine rich repeat containing 8 VRAC subunit C	protein-coding
1168	chr18	41933698	41934197	+	0	NA	Intergenic	Intergenic	-21287	NM_002647	5289	Hs.464971	NM_002647	ENSG00000078142	PIK3C3	VPS34|Vps34|hVps34	phosphatidylinositol 3-kinase catalytic subunit type 3	protein-coding
340	chr5	60995614	60996113	+	0	NA	intron (NM_174889, intron 1 of 3)	L1MA1|LINE|L1	50658	NM_174889	91942	Hs.591757	NM_174889	ENSG00000164182	NDUFAF2	B17.2L|MC1DN10|MMTN|NDUFA12L|mimitin	NADH:ubiquinone oxidoreductase complex assembly factor 2	protein-coding
1130	chr8	47833145	47833644	+	0	NA	intron (NM_001081640, intron 59 of 84)	intron (NM_001081640, intron 59 of 84)	-95230	NM_005195	1052	Hs.440829	NM_005195	ENSG00000221869	CEBPD	C/EBP-delta|CELF|CRP3|NF-IL6-beta	CCAAT enhancer binding protein delta	protein-coding
1121	chr3	195534481	195534980	+	0	NA	intron (NR_133014, intron 1 of 4)	AluJo|SINE|Alu	8595	NM_006241	5504	Hs.535731	NM_006241	ENSG00000184203	PPP1R2	IPP-2|IPP2|PPP1R2A	protein phosphatase 1 regulatory inhibitor subunit 2	protein-coding
623	chr2	9213749	9214248	+	0	NA	intron (NM_003887, intron 1 of 27)	intron (NM_003887, intron 1 of 27)	7186	NM_003887	8853	Hs.555902	NM_003887	ENSG00000151693	ASAP2	AMAP2|CENTB3|DDEF2|PAG3|PAP|Pap-alpha|SHAG1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	protein-coding
697	chr9	120308400	120308899	+	0	NA	Intergenic	Intergenic	-63599	NR_029604	406939		NR_029604	ENSG00000207814	MIR147A	MIR147|MIRN147|hsa-mir-147a	microRNA 147a	ncRNA
1013	chr3	142657086	142657585	+	0	NA	intron (NM_001172312, intron 1 of 15)	intron (NM_001172312, intron 1 of 15)	438	NM_001172312	5357	Hs.203637	NM_002670	ENSG00000120756	PLS1	-	plastin 1	protein-coding
85	chr12	111328103	111328602	+	0	NA	intron (NM_015267, intron 18 of 21)	intron (NM_015267, intron 18 of 21)	24210	NR_106818	102465455		NR_106818	ENSG00000273700	MIR6760	hsa-mir-6760	microRNA 6760	ncRNA
369	chr8	144820055	144820554	+	0	NA	intron (NR_147501, intron 1 of 4)	L2a|LINE|L2	6736	NR_147501	100130027	Hs.639618	NR_147501		LOC100130027	-	uncharacterized LOC100130027	ncRNA
351	chr9	3713759	3714258	+	0	NA	Intergenic	L1M1|LINE|L1	45922	NR_121586	101929302	Hs.122828	NR_121586	ENSG00000232104	RFX3-AS1	CVAT7	RFX3 antisense RNA 1	ncRNA
448	chr15	90294804	90295303	+	0	NA	Intergenic	Intergenic	-29294	NR_102428	10519	Hs.715556	NM_006384	ENSG00000185043	CIB1	CIB|CIBP|KIP1|PRKDCIP|SIP2-28	calcium and integrin binding 1	protein-coding
59	chr5	75032429	75032928	+	0	NA	intron (NM_001366737, intron 3 of 3)	intron (NM_001366737, intron 3 of 3)	19880	NM_001366737	51301	Hs.272404	NM_016591	ENSG00000176928	GCNT4	C2GNT3|LINC01336	glucosaminyl (N-acetyl) transferase 4	protein-coding
783	chr1	155969328	155969827	+	0	NA	intron (NM_001350112, intron 1 of 21)	intron (NM_001350112, intron 1 of 21)	8598	NM_001350111	9181	Hs.743352	NM_004723	ENSG00000116584	ARHGEF2	GEF|GEF-H1|GEFH1|LFP40|NEDMHM|P40	Rho/Rac guanine nucleotide exchange factor 2	protein-coding
1179	chr7	4733976	4734475	+	0	NA	intron (NM_001037165, intron 1 of 8)	intron (NM_001037165, intron 1 of 8)	-41398	NR_157345	9907	Hs.558440	NM_014855	ENSG00000242802	AP5Z1	KIAA0415|SPG48|zeta	adaptor related protein complex 5 subunit zeta 1	protein-coding
641	chr14	99321369	99321868	+	0	NA	Intergenic	(ACTCAC)n|Simple_repeat|Simple_repeat	-49421	NM_138576	64919	Hs.709690	NM_022898	ENSG00000127152	BCL11B	ATL1|ATL1-alpha|ATL1-beta|ATL1-delta|ATL1-gamma|CTIP-2|CTIP2|IDDFSTA|IMD49|RIT1|ZNF856B|hRIT1-alpha	BAF chromatin remodeling complex subunit BCL11B	protein-coding
800	chr7	128099224	128099723	+	0	NA	Intergenic	Intergenic	17612	NR_030324	693178		NR_030324	ENSG00000207588	MIR593	MIRN593|hsa-mir-593	microRNA 593	ncRNA
105	chr15	66895264	66895763	+	0	NA	Intergenic	LTR8|LTR|ERV1	61002	NR_135687	102723481	Hs.512978	NR_135687	ENSG00000259289	LINC02206	-	long intergenic non-protein coding RNA 2206	ncRNA
266	chr7	135459043	135460015	+	0	NA	intron (NM_013316, intron 1 of 10)	intron (NM_013316, intron 1 of 10)	50573	NM_013316	4850	Hs.490224	NM_013316	ENSG00000080802	CNOT4	CLONE243|NOT4|NOT4H	CCR4-NOT transcription complex subunit 4	protein-coding
757	chr1	89982852	89983351	+	0	NA	Intergenic	AluSx3|SINE|Alu	11865	NR_002830	492303	Hs.550796	NR_002830		GEMIN8P4	-	gem nuclear organelle associated protein 8 pseudogene 4	pseudo
904	chr7	2824083	2824582	+	0	NA	intron (NM_001293092, intron 1 of 2)	L2a|LINE|L2	-9102	NM_001282441	2768	Hs.487341	NM_007353	ENSG00000146535	GNA12	NNX3|RMP|gep	G protein subunit alpha 12	protein-coding
958	chr12	120737910	120738409	+	0	NA	exon (NM_001302554, exon 5 of 10)	exon (NM_001302554, exon 5 of 10)	12333	NM_001302554	35	Hs.507076	NM_000017	ENSG00000122971	ACADS	ACAD3|SCAD	acyl-CoA dehydrogenase short chain	protein-coding
1147	chr5	78140374	78140873	+	0	NA	intron (NM_003664, intron 15 of 26)	MLT1A0|LTR|ERVL-MaLR	154075	NM_001271769	8546	Hs.532091	NM_003664	ENSG00000132842	AP3B1	ADTB3|ADTB3A|HPS|HPS2|PE	adaptor related protein complex 3 subunit beta 1	protein-coding
102	chr6	109350837	109351336	+	0	NA	intron (NR_152435, intron 44 of 45)	L2|LINE|L2	30653	NM_001346500	8763	Hs.520313	NM_006016	ENSG00000135535	CD164	DFNA66|MGC-24|MGC-24v|MUC-24|endolyn	CD164 molecule	protein-coding
1072	chr12	13145840	13146339	+	0	NA	Intergenic	(TCCC)n|Simple_repeat|Simple_repeat	-42422	NR_159953	83445	Hs.240053	NM_031289	ENSG00000111305	GSG1	-	germ cell associated 1	protein-coding
536	chr19	46588823	46589322	+	0	NA	intron (NM_001370550, intron 1 of 2)	intron (NM_001370550, intron 1 of 2)	11844	NM_001370551	100506012	Hs.671661	NM_001205281	ENSG00000230510	PPP5D1	-	PPP5 tetratricopeptide repeat domain containing 1	protein-coding
887	chr12	64468767	64469266	+	0	NA	intron (NM_013254, intron 5 of 20)	intron (NM_013254, intron 5 of 20)	16896	NM_013254	29110	Hs.505874	NM_013254	ENSG00000183735	TBK1	FTDALS4|IIAE8|NAK|T2K	TANK binding kinase 1	protein-coding
417	chr17	79786885	79787384	+	0	NA	3' UTR (NM_005189, exon 5 of 5)	3' UTR (NM_005189, exon 5 of 5)	8956	NM_032647	84733	Hs.368410	NM_005189	ENSG00000173894	CBX2	CDCA6|M33|SRXY5	chromobox 2	protein-coding
442	chr1	54415190	54415689	+	0	NA	Intergenic	Intergenic	-9045	NM_145716	23648	Hs.476706	NM_018070	ENSG00000157216	SSBP3	CSDP|SSDP|SSDP1	single stranded DNA binding protein 3	protein-coding
955	chr13	39052999	39053498	+	0	NA	Intergenic	MLT2A2|LTR|ERVL	14792	NM_001012754	387921	Hs.507783	NM_001012754	ENSG00000188811	NHLRC3	-	NHL repeat containing 3	protein-coding
1136	chr15	72060661	72061160	+	0	NA	intron (NM_006901, intron 1 of 41)	L1M1|LINE|L1	-53348	NM_001166340	123228	Hs.513002	NM_145204	ENSG00000166192	SENP8	DEN1|NEDP1|PRSC2	SUMO peptidase family member, NEDD8 specific	protein-coding
477	chr15	85627249	85627748	+	0	NA	intron (NM_001270546, intron 1 of 28)	intron (NM_001270546, intron 1 of 28)	7548	NM_001270546	11214	Hs.459211	NM_006738	ENSG00000170776	AKAP13	AKAP-13|AKAP-Lbc|ARHGEF13|BRX|HA-3|Ht31|LBC|PRKA13|PROTO-LB|PROTO-LBC|c-lbc|p47	A-kinase anchoring protein 13	protein-coding
62	chr1	16970136	16970635	+	0	NA	exon (NM_014675, exon 34 of 37)	exon (NM_014675, exon 34 of 37)	10235	NM_002403	4237	Hs.389137	NM_002403	ENSG00000117122	MFAP2	MAGP|MAGP-1|MAGP1	microfibril associated protein 2	protein-coding
853	chr5	80667839	80668338	+	0	NA	intron (NM_002439, intron 3 of 23)	MER52A|LTR|ERV1	-13105	NM_001290357	1719	Hs.592364	NM_000791	ENSG00000228716	DHFR	DHFRP1|DYR	dihydrofolate reductase	protein-coding
527	chr11	62405933	62406432	+	0	NA	Intergenic	MIR3|SINE|MIR	-12851	NM_003357	7356	Hs.523732	NM_003357	ENSG00000149021	SCGB1A1	CC10|CC16|CCPBP|CCSP|UGB|UP-1|UP1	secretoglobin family 1A member 1	protein-coding
78	chr4	6777810	6778309	+	0	NA	Intergenic	MIRb|SINE|MIR	-4668	NM_014743	9778	Hs.79276	NM_014743	ENSG00000170871	KIAA0232	-	KIAA0232	protein-coding
760	chr6	158938778	158939277	+	0	NA	Intergenic	Intergenic	50550	NR_160979	100130967	Hs.32804	NM_001195032		C6orf99	-	chromosome 6 open reading frame 99	ncRNA
593	chr1	161306219	161306718	+	0	NA	intron (NM_001315491, intron 3 of 5)	intron (NM_001315491, intron 3 of 5)	3500	NM_000530	4359	Hs.591486	NM_000530	ENSG00000158887	MPZ	CHM|CHN2|CMT1|CMT1B|CMT2I|CMT2J|CMT4E|CMTDI3|CMTDID|DSS|HMSNIB|MPP|P0	myelin protein zero	protein-coding
445	chr2	177287360	177287859	+	0	NA	non-coding (NR_026966, exon 9 of 9)	non-coding (NR_026966, exon 9 of 9)	-22478	NM_001313903	4780	Hs.744006	NM_006164	ENSG00000116044	NFE2L2	HEBP1|IMDDHH|NRF2	nuclear factor, erythroid 2 like 2	protein-coding
952	chr3	47495286	47495785	+	0	NA	TTS (NM_001363957)	TTS (NM_001363957)	17810	NM_001363957	54859	Hs.311100	NM_017713	ENSG00000163832	ELP6	C3orf75|TMEM103	elongator acetyltransferase complex subunit 6	protein-coding
154	chr8	144797003	144797502	+	0	NA	Intergenic	Intergenic	-1624	NM_213605	340385	Hs.521942	NM_213605	ENSG00000197363	ZNF517	-	zinc finger protein 517	protein-coding
108	chr5	139374537	139375036	+	0	NA	intron (NM_005847, intron 13 of 14)	intron (NM_005847, intron 13 of 14)	8511	NM_005847	9963	Hs.643467	NM_005847	ENSG00000170482	SLC23A1	SLC23A2|SVCT1|YSPL3	solute carrier family 23 member 1	protein-coding
1213	chr22	40087530	40088029	+	0	NA	intron (NM_001024843, intron 1 of 23)	L2c|LINE|L2	42962	NM_001024843	23112	Hs.372082	NM_015088	ENSG00000100354	TNRC6B	-	trinucleotide repeat containing adaptor 6B	protein-coding
603	chr2	223705000	223705499	+	0	NA	Intergenic	Intergenic	-102888	NM_003469	7857	Hs.516726	NM_003469	ENSG00000171951	SCG2	CHGC|EM66|SN|SgII	secretogranin II	protein-coding
296	chr5	76538918	76539417	+	0	NA	intron (NM_006633, intron 2 of 35)	intron (NM_006633, intron 2 of 35)	-8242	NM_001285460	10788	Hs.291030	NM_006633	ENSG00000145703	IQGAP2	-	IQ motif containing GTPase activating protein 2	protein-coding
820	chr7	92453567	92454066	+	0	NA	intron (NM_021167, intron 3 of 4)	intron (NM_021167, intron 3 of 4)	6334	NM_021167	57798	Hs.21145	NM_021167	ENSG00000157259	GATAD1	CMD2B|ODAG|RG083M05.2	GATA zinc finger domain containing 1	protein-coding
