PeakID (cmd=annotatePeaks.pl gain_I315IvI315X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4675	chr14	61103705	61104204	+	0	NA	Intergenic	Intergenic	-122264	NM_001350253	57570	Hs.380159	NM_020810	ENSG00000126814	TRMT5	COXPD26|KIAA1393|TRM5	tRNA methyltransferase 5	protein-coding
13263	chr5	79124598	79125097	+	0	NA	intron (NM_001713, intron 5 of 7)	intron (NM_001713, intron 5 of 7)	13038	NM_001713	635	Hs.80756	NM_001713	ENSG00000145692	BHMT	BHMT1|HEL-S-61p	betaine--homocysteine S-methyltransferase	protein-coding
14691	chr1	20848013	20848512	+	0	NA	intron (NM_003760, intron 24 of 31)	AluJb|SINE|Alu	-61574	NM_016287	50809	Hs.142442	NM_016287	ENSG00000127483	HP1BP3	HP1-BP74|HP1BP74	heterochromatin protein 1 binding protein 3	protein-coding
11028	chr4	165858144	165858643	+	0	NA	Intergenic	Intergenic	-14844	NM_012464	7092	Hs.106513	NM_012464	ENSG00000038295	TLL1	ASD6|TLL	tolloid like 1	protein-coding
9127	chr9	81193595	81194094	+	0	NA	Intergenic	L3|LINE|CR1	495691	NM_001303104	7088	Hs.197320	NM_005077	ENSG00000196781	TLE1	ESG|ESG1|GRG1	TLE family member 1, transcriptional corepressor	protein-coding
1369	chr11	115226541	115227040	+	0	NA	intron (NM_001098517, intron 5 of 8)	intron (NM_001098517, intron 5 of 8)	-106787	NR_135108	105369509	Hs.736064	NR_135108		LOC105369509	-	uncharacterized LOC105369509	ncRNA
12538	chr7	77326161	77326660	+	0	NA	intron (NR_146938, intron 21 of 29)	intron (NR_146938, intron 21 of 29)	-88788	NR_110073	101927243	Hs.547753	NR_110073		LOC101927243	-	uncharacterized LOC101927243	ncRNA
11472	chr7	107920217	107920716	+	0	NA	3' UTR (NM_001289751, exon 13 of 13)	3' UTR (NM_001289751, exon 13 of 13)	29283	NM_000108	1738	Hs.131711	NM_000108	ENSG00000091140	DLD	DLDD|DLDH|E3|GCSL|LAD|PHE3	dihydrolipoamide dehydrogenase	protein-coding
18329	chr3	45479561	45480060	+	0	NA	intron (NM_001368263, intron 9 of 20)	intron (NM_001368263, intron 9 of 20)	29735	NR_048543	100885795	Hs.641094	NR_048543		LARS2-AS1	-	LARS2 antisense RNA 1	ncRNA
1147	chr10	126776128	126776627	+	0	NA	Intergenic	MER34B|LTR|ERV1	-105867	NM_001350922	118611	Hs.587663	NM_001004298	ENSG00000154493	C10orf90	FATS|bA422P15.2	chromosome 10 open reading frame 90	protein-coding
12111	chr18	23259588	23260087	+	0	NA	non-coding (NR_023359, exon 7 of 7)	non-coding (NR_023359, exon 7 of 7)	104012	NM_138375	91768	Hs.11108	NM_138375	ENSG00000134508	CABLES1	CABL1|CABLES|HsT2563|IK3-1	Cdk5 and Abl enzyme substrate 1	protein-coding
7991	chr5	168609824	168610323	+	0	NA	Intergenic	Intergenic	-30705	NM_024594	79646	Hs.388400	NM_024594	ENSG00000120137	PANK3	-	pantothenate kinase 3	protein-coding
26894	chrX	70613262	70613761	+	0	NA	intron (NM_001003811, intron 21 of 30)	L1M1|LINE|L1	-157517	NR_109801	100873930	Hs.571699	NR_046586	ENSG00000231651	DLG3-AS1	-	DLG3 antisense RNA 1	ncRNA
20614	chr2	54629859	54630358	+	0	NA	intron (NM_178313, intron 14 of 30)	intron (NM_178313, intron 14 of 30)	71714	NM_178313	6711	Hs.503178	NM_003128	ENSG00000115306	SPTBN1	ELF|HEL102|SPTB2|betaSpII	spectrin beta, non-erythrocytic 1	protein-coding
13692	chr4	15714074	15714573	+	0	NA	intron (NM_004334, intron 4 of 8)	Tigger12|DNA|TcMar-Tigger	11258	NM_004334	683	Hs.720344	NM_004334	ENSG00000109743	BST1	CD157	bone marrow stromal cell antigen 1	protein-coding
18792	chr12	38282836	38283335	+	0	NA	Intergenic	Intergenic	-33689	NM_001308340	144245	Hs.259305	NM_001013620	ENSG00000175548	ALG10B	ALG10|KCR1	ALG10 alpha-1,2-glucosyltransferase B	protein-coding
22927	chr22	17924610	17925109	+	0	NA	intron (NM_015241, intron 1 of 31)	intron (NM_015241, intron 1 of 31)	-17973	NM_001122731	57553	Hs.528024	NM_015241	ENSG00000243156	MICAL3	MICAL-3	microtubule associated monooxygenase, calponin and LIM domain containing 3	protein-coding
1879	chr1	110324617	110325116	+	0	NA	intron (NR_036595, intron 1 of 3)	MIRb|SINE|MIR	14305	NR_036595	440600	Hs.649375	NR_036595	ENSG00000227963	RBM15-AS1	AS-RBM15	RBM15 antisense RNA 1	ncRNA
11348	chr9	127344259	127344758	+	0	NA	intron (NR_104591, intron 15 of 26)	intron (NR_104591, intron 15 of 26)	-52630	NR_073416	29988	Hs.179522	NM_014580	ENSG00000136856	SLC2A8	GLUT8|GLUTX1	solute carrier family 2 member 8	protein-coding
23103	chr6	52046427	52046926	+	0	NA	intron (NM_138694, intron 23 of 66)	intron (NM_138694, intron 23 of 66)	40937	NM_138694	5314	Hs.662050	NM_138694	ENSG00000170927	PKHD1	ARPKD|FCYT|FPC|PKD4|TIGM1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin	protein-coding
18049	chr10	87000481	87000980	+	0	NA	intron (NM_133447, intron 8 of 11)	intron (NM_133447, intron 8 of 11)	-19564	NM_001146157	643161	Hs.729945	NM_001146157	ENSG00000188100	FAM25A	bA96C23.5	family with sequence similarity 25 member A	protein-coding
20248	chr20	38460147	38460646	+	0	NA	Intergenic	MamGypLTR1a|LTR|Gypsy	11027	NR_002986	677837	Hs.16936	NR_002986	ENSG00000199266	SNORA60	ACA60	small nucleolar RNA, H/ACA box 60	snoRNA
9265	chr9	122001687	122002186	+	0	NA	intron (NM_194252, intron 3 of 3)	intron (NM_194252, intron 3 of 3)	91670	NM_194252	158135	Hs.438937	NM_194252	ENSG00000175764	TTLL11	C9orf20|bA244O19.1	tubulin tyrosine ligase like 11	protein-coding
21515	chr2	168780561	168781060	+	0	NA	intron (NR_045787, intron 1 of 2)	intron (NR_045787, intron 1 of 2)	5619	NR_045787	100861402	Hs.506829	NR_045786	ENSG00000227617	CERS6-AS1	-	CERS6 antisense RNA 1	ncRNA
5132	chr7	12585156	12585655	+	0	NA	intron (NR_156701, intron 3 of 14)	L2|LINE|L2	-4118	NM_033128	85477	Hs.633359	NM_033128	ENSG00000006747	SCIN	-	scinderin	protein-coding
8796	chr5	132445443	132445942	+	0	NA	intron (NR_161242, intron 2 of 3)	MIRb|SINE|MIR	34763	NR_161242	441108	Hs.658288	NM_001013717		C5orf56	-	chromosome 5 open reading frame 56	ncRNA
7929	chr2	205060244	205060743	+	0	NA	intron (NM_205863, intron 4 of 21)	intron (NM_205863, intron 4 of 21)	515018	NM_057177	117583	Hs.657382	NM_057177	ENSG00000116117	PARD3B	ALS2CR19|PAR3B|PAR3L|PAR3beta	par-3 family cell polarity regulator beta	protein-coding
27588	chr1	212081095	212081594	+	0	NA	intron (NM_001286229, intron 11 of 12)	L2a|LINE|L2	3731	NR_036068	100422947		NR_036068	ENSG00000264358	MIR3122	mir-3122	microRNA 3122	ncRNA
23144	chr17	64635631	64636130	+	0	NA	intron (NM_022739, intron 1 of 18)	L1MB7|LINE|L1	26427	NM_022739	64750	Hs.515011	NM_022739	ENSG00000108854	SMURF2	-	SMAD specific E3 ubiquitin protein ligase 2	protein-coding
28823	chr14	22190466	22190965	+	0	NA	Intergenic	Intergenic	242038	NR_148364	105370401	Hs.435144	NR_148361		LOC105370401	-	uncharacterized LOC105370401	ncRNA
5104	chr6	19301811	19302310	+	0	NA	Intergenic	Intergenic	-121580	NR_110860	101928519	Hs.551771	NR_110860		LOC101928519	-	uncharacterized LOC101928519	ncRNA
29400	chr20	50144227	50144726	+	0	NA	intron (NM_199129, intron 1 of 5)	intron (NM_199129, intron 1 of 5)	9247	NM_199129	387521	Hs.744839	NM_199129	ENSG00000240849	TMEM189	KUA	transmembrane protein 189	protein-coding
20719	chr20	60203400	60203899	+	0	NA	intron (NR_046099, intron 3 of 4)	intron (NR_046099, intron 3 of 4)	65157	NR_046099	284757	Hs.542528	NM_001004305	ENSG00000228340	MIR646HG	-	MIR646 host gene	ncRNA
13651	chr9	84852871	84853370	+	0	NA	intron (NM_001018064, intron 12 of 17)	intron (NM_001018064, intron 12 of 17)	147219	NM_001369552	4915	Hs.494312	NM_006180	ENSG00000148053	NTRK2	EIEE58|GP145-TrkB|OBHD|TRKB|trk-B	neurotrophic receptor tyrosine kinase 2	protein-coding
8614	chr15	38555915	38556414	+	0	NA	intron (NM_001306086, intron 2 of 14)	intron (NM_001306086, intron 2 of 14)	8650	NM_005739	10125	Hs.591127	NM_005739	ENSG00000172575	RASGRP1	CALDAG-GEFI|CALDAG-GEFII|RASGRP	RAS guanyl releasing protein 1	protein-coding
13044	chr16	77760723	77761222	+	0	NA	Intergenic	L2b|LINE|L2	-27592	NM_020927	57687	Hs.461405	NM_020927	ENSG00000171724	VAT1L	-	vesicle amine transport 1 like	protein-coding
14599	chr6	154996848	154997347	+	0	NA	Intergenic	L2c|LINE|L2	-93192	NM_012454	26230	Hs.586279	NM_012454	ENSG00000146426	TIAM2	STEF|TIAM-2	T cell lymphoma invasion and metastasis 2	protein-coding
13324	chr18	34593033	34593532	+	0	NA	promoter-TSS (NM_001198938)	promoter-TSS (NM_001198938)	-53	NM_001128175	1837	Hs.643454	NM_001390	ENSG00000134769	DTNA	D18S892E|DRP3|DTN|DTN-A|LVNC1	dystrobrevin alpha	protein-coding
9311	chr1	183514930	183515429	+	0	NA	intron (NM_001331007, intron 3 of 23)	MamRTE1|LINE|RTE-BovB	42680	NM_001350220	9887	Hs.591463	NM_014837	ENSG00000116698	SMG7	C1orf16|EST1C|SGA56M	SMG7 nonsense mediated mRNA decay factor	protein-coding
18751	chr10	118621462	118621961	+	0	NA	Intergenic	Intergenic	-26063	NM_004248	2834	Hs.248119	NM_004248	ENSG00000119973	PRLHR	GPR10|GR3|PrRPR	prolactin releasing hormone receptor	protein-coding
5763	chr3	60743694	60744193	+	0	NA	intron (NR_148921, intron 4 of 4)	intron (NR_148921, intron 4 of 4)	-126073	NR_128708	103504735		NR_128708	ENSG00000281426	MIR548BB	MI0029321|hsa-mir-548bb	microRNA 548bb	ncRNA
1192	chr4	38190752	38191251	+	0	NA	Intergenic	Intergenic	71047	NM_001253915	23216	Hs.176503	NM_015173	ENSG00000065882	TBC1D1	TBC|TBC1	TBC1 domain family member 1	protein-coding
28149	chr9	77793849	77794348	+	0	NA	intron (NM_002072, intron 5 of 6)	intron (NM_002072, intron 5 of 6)	-145776	NM_004297	9630	Hs.657795	NM_004297	ENSG00000156049	GNA14	-	G protein subunit alpha 14	protein-coding
13003	chr7	91683736	91684235	+	0	NA	Intergenic	Intergenic	196717	NM_001301134	7978	Hs.532216	NM_006980	ENSG00000127989	MTERF1	MTERF	mitochondrial transcription termination factor 1	protein-coding
3363	chr11	95520994	95521493	+	0	NA	Intergenic	Intergenic	268539	NM_001330357	143684	Hs.288304	NM_144664	ENSG00000077458	FAM76B	-	family with sequence similarity 76 member B	protein-coding
23736	chr20	34452185	34452684	+	0	NA	intron (NM_001257137, intron 13 of 25)	intron (NM_001257137, intron 13 of 25)	-13891	NR_030374	693229		NR_030374	ENSG00000207997	MIR644A	MIR644|MIRN644|hsa-mir-644|hsa-mir-644a	microRNA 644a	ncRNA
9064	chr7	127905656	127906155	+	0	NA	intron (NM_014390, intron 14 of 23)	intron (NM_014390, intron 14 of 23)	-91604	NR_027330	27099	Hs.657377	NM_014411	ENSG00000279078	SND1-IT1	C7orf54|NAG8|NSG-X	SND1 intronic transcript 1	ncRNA
26887	chr5	164048473	164048972	+	0	NA	Intergenic	Intergenic	418680	NR_105064	101927835	Hs.735171	NR_105064	ENSG00000253236	LINC02143	-	long intergenic non-protein coding RNA 2143	ncRNA
22258	chr5	93677240	93677739	+	0	NA	intron (NM_032042, intron 10 of 10)	intron (NM_032042, intron 10 of 10)	-56701	NR_031754	100313887		NR_031754	ENSG00000284336	MIR2277	mir-2277	microRNA 2277	ncRNA
11922	chr5	122163605	122164104	+	0	NA	intron (NM_001195535, intron 1 of 2)	intron (NM_001195535, intron 1 of 2)	3678	NM_001195535	100505841	Hs.733368	NM_001195535		LOC100505841	-	zinc finger protein 474-like	protein-coding
3873	chr3	190183081	190183580	+	0	NA	Intergenic	Intergenic	-60893	NM_001134418	55214	Hs.374191	NM_018192	ENSG00000090530	P3H2	LEPREL1|MCVD|MLAT4	prolyl 3-hydroxylase 2	protein-coding
22477	chr2	200148601	200149100	+	0	NA	Intergenic	Intergenic	-157029	NM_015535	26010	Hs.120323	NM_015535	ENSG00000196141	SPATS2L	DNAPTP6|SGNP	spermatogenesis associated serine rich 2 like	protein-coding
302	chr1	228861118	228861617	+	0	NA	Intergenic	Intergenic	125888	NM_021205	58480	Hs.647774	NM_021205	ENSG00000116574	RHOU	ARHU|CDC42L1|G28K|WRCH1|hG28K	ras homolog family member U	protein-coding
21678	chr5	119324241	119324740	+	0	NA	intron (NM_001286815, intron 2 of 2)	intron (NM_001286815, intron 2 of 2)	-8685	NM_001286814	25816	Hs.618488	NM_014350	ENSG00000145779	TNFAIP8	GG2-1|MDC-3.13|NDED|SCC-S2|SCCS2	TNF alpha induced protein 8	protein-coding
28636	chr14	19197126	19197625	+	0	NA	Intergenic	MER4A|LTR|ERV1	70845	NR_160525	114004396	Hs.650463	NR_160525		LNCRNA-ATB	-	long noncoding RNA activated by TGF-beta	ncRNA
22011	chr6	72650304	72650803	+	0	NA	intron (NR_120503, intron 2 of 3)	intron (NR_120503, intron 2 of 3)	20058	NR_120503	100507381	Hs.662412	NR_120503	ENSG00000233844	KCNQ5-IT1	-	KCNQ5 intronic transcript 1	ncRNA
23498	chr17	66423606	66424105	+	0	NA	intron (NM_002737, intron 2 of 16)	intron (NM_002737, intron 2 of 16)	-7001	NR_110822	101928001	Hs.650730	NR_110822		PRKCA-AS1	-	PRKCA antisense RNA 1	ncRNA
21128	chr22	45469813	45470312	+	0	NA	Intergenic	Intergenic	-32821	NM_006486	2192	Hs.24601	NM_001996	ENSG00000077942	FBLN1	FBLN|FIBL1	fibulin 1	protein-coding
8389	chr6	8000107	8000606	+	0	NA	intron (NR_037616, intron 4 of 12)	intron (NR_037616, intron 4 of 12)	14254	NR_027712	206426	Hs.676966	NR_027712		PIP5K1P1	-	phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1	pseudo
23239	chr3	121893297	121893796	+	0	NA	promoter-TSS (NM_001145998)	promoter-TSS (NM_001145998)	-855	NM_001145998	6565	Hs.518089	NM_021082	ENSG00000163406	SLC15A2	PEPT2	solute carrier family 15 member 2	protein-coding
15228	chr17	2084279	2084778	+	0	NA	intron (NM_001256827, intron 7 of 11)	intron (NM_001256827, intron 7 of 11)	4233	NM_001282326	23293	Hs.448342	NM_017575	ENSG00000070366	SMG6	C17orf31|EST1A|SMG-6|hSMG5/7a	SMG6 nonsense mediated mRNA decay factor	protein-coding
9507	chr20	11334615	11335114	+	0	NA	Intergenic	Intergenic	-61481	NR_038972	339593	Hs.434320	NR_038972		LOC339593	-	uncharacterized LOC339593	ncRNA
4997	chr5	96627597	96628096	+	0	NA	intron (NR_130776, intron 4 of 4)	intron (NR_130776, intron 4 of 4)	-34191	NM_001042442	831	Hs.436186	NM_001750	ENSG00000153113	CAST	BS-17|PLACK	calpastatin	protein-coding
8713	chr6	116073971	116074470	+	0	NA	Intergenic	Intergenic	-13329	NM_002031	2444	Hs.89426	NM_002031	ENSG00000111816	FRK	GTK|PTK5|RAK	fyn related Src family tyrosine kinase	protein-coding
25896	chr11	73132288	73132787	+	0	NA	intron (NM_014824, intron 2 of 19)	intron (NM_014824, intron 2 of 19)	9781	NM_014824	9873	Hs.744959	NM_014824	ENSG00000137478	FCHSD2	NWK|NWK1|SH3MD3	FCH and double SH3 domains 2	protein-coding
7853	chr2	102041411	102041910	+	0	NA	Intergenic	Intergenic	-28730	NM_001320978	3554	Hs.701982	NM_000877	ENSG00000115594	IL1R1	CD121A|D2S1473|IL-1R-alpha|IL1R|IL1RA|P80	interleukin 1 receptor type 1	protein-coding
6897	chr3	56314829	56315328	+	0	NA	intron (NR_132749, intron 2 of 17)	intron (NR_132749, intron 2 of 17)	153389	NR_132749	26059	Hs.476389	NM_015576	ENSG00000187672	ERC2	CAST|CAST1|ELKSL|SPBC110|Spc110	ELKS/RAB6-interacting/CAST family member 2	protein-coding
17813	chr3	113211810	113212309	+	0	NA	promoter-TSS (NM_001301861)	promoter-TSS (NM_001301861)	-57	NM_001301861	91653	Hs.591318	NM_033254	ENSG00000144857	BOC	CDON2	BOC cell adhesion associated, oncogene regulated	protein-coding
20996	chr3	188111145	188111644	+	0	NA	Intergenic	Intergenic	-42504	NM_001167672	4026	Hs.720220	NM_005578	ENSG00000145012	LPP	-	LIM domain containing preferred translocation partner in lipoma	protein-coding
981	chr5	107532144	107532643	+	0	NA	intron (NM_001962, intron 1 of 4)	intron (NM_001962, intron 1 of 4)	138544	NM_001962	1946	Hs.288741	NM_001962	ENSG00000184349	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	ephrin A5	protein-coding
5746	chr12	100359775	100360274	+	0	NA	intron (NM_001145288, intron 1 of 10)	intron (NM_001145288, intron 1 of 10)	2950	NM_139319	246213	Hs.116871	NM_139319	ENSG00000179520	SLC17A8	DFNA25|VGLUT3	solute carrier family 17 member 8	protein-coding
5664	chr20	58623816	58624315	+	0	NA	Intergenic	Intergenic	-10707	NR_125359	79160	Hs.280135	NR_125359	ENSG00000268941	LINC01711	-	long intergenic non-protein coding RNA 1711	ncRNA
24640	chr6	150668350	150668849	+	0	NA	intron (NM_001029884, intron 2 of 16)	intron (NM_001029884, intron 2 of 16)	-15048	NM_001329800	57480	Hs.189781	NM_001029884	ENSG00000120278	PLEKHG1	ARHGEF41	pleckstrin homology and RhoGEF domain containing G1	protein-coding
12847	chr9	94799792	94800291	+	0	NA	intron (NM_001193331, intron 4 of 7)	intron (NM_001193331, intron 4 of 7)	-9921	NR_031755	100313780		NR_031755	ENSG00000252153	MIR2278	mir-2278	microRNA 2278	ncRNA
18904	chr3	63972120	63972619	+	0	NA	intron (NM_001128149, intron 1 of 8)	intron (NM_001128149, intron 1 of 8)	4575	NM_001128149	6314	Hs.476595	NM_000333	ENSG00000163635	ATXN7	ADCAII|OPCA3|SCA7|SGF73	ataxin 7	protein-coding
8573	chr20	57991181	57991680	+	0	NA	Intergenic	Intergenic	-12474	NR_147083	105376992	Hs.736662	NR_147083	ENSG00000275852	LINC01742	-	long intergenic non-protein coding RNA 1742	ncRNA
27319	chr8	20222119	20222618	+	0	NA	TTS (NM_001693)	TTS (NM_001693)	24987	NM_001693	526	Hs.295917	NM_001693	ENSG00000147416	ATP6V1B2	ATP6B1B2|ATP6B2|DOOD|HO57|VATB|VPP3|Vma2|ZLS2	ATPase H+ transporting V1 subunit B2	protein-coding
3346	chr5	122942512	122943011	+	0	NA	intron (NM_014035, intron 2 of 6)	intron (NM_014035, intron 2 of 6)	93964	NM_000943	5480	Hs.110364	NM_000943	ENSG00000168938	PPIC	CYPC	peptidylprolyl isomerase C	protein-coding
16628	chr10	61543789	61544288	+	0	NA	Intergenic	PABL_B-int|LTR|ERV1	63997	NR_120645	101928781	Hs.568856	NR_120643		TMEM26-AS1	-	TMEM26 antisense RNA 1	ncRNA
20216	chr10	22086629	22087128	+	0	NA	Intergenic	Intergenic	-83148	NM_022365	64215	Hs.499000	NM_022365	ENSG00000136770	DNAJC1	DNAJL1|ERdj1|HTJ1|MTJ1	DnaJ heat shock protein family (Hsp40) member C1	protein-coding
16178	chr8	73191195	73191694	+	0	NA	Intergenic	Intergenic	68058	NM_001243237	100130301	Hs.202296	NM_001243237	ENSG00000274443	C8orf89	-	chromosome 8 open reading frame 89	protein-coding
11316	chr19	46030838	46031337	+	0	NA	Intergenic	LTR14|LTR|ERVK	-8034	NM_005091	8993	Hs.137583	NM_005091	ENSG00000008438	PGLYRP1	PGLYRP|PGRP|PGRP-S|PGRPS|TAG7|TNFSF3L	peptidoglycan recognition protein 1	protein-coding
4233	chr9	120730636	120731135	+	0	NA	Intergenic	Intergenic	-16415	NM_001080497	1955	Hs.744903	NM_001080497	ENSG00000106780	MEGF9	EGFL5	multiple EGF like domains 9	protein-coding
2256	chr9	116608040	116608539	+	0	NA	intron (NM_014010, intron 18 of 21)	L1MEc|LINE|L1	78926	NM_198186	23245	Hs.601562	NM_014010	ENSG00000148219	ASTN2	bA67K19.1	astrotactin 2	protein-coding
28085	chr5	54447903	54448402	+	0	NA	Intergenic	Intergenic	-7547	NM_006308	8988	Hs.41707	NM_006308	ENSG00000169271	HSPB3	DHMN2C|HMN2C|HSPL27	heat shock protein family B (small) member 3	protein-coding
18943	chr21	27818770	27819269	+	0	NA	Intergenic	Intergenic	96640	NR_024357	54088	Hs.570434	NR_024357	ENSG00000225298	LINC00113	C21orf23|NCRNA00113	long intergenic non-protein coding RNA 113	ncRNA
14652	chr10	74293779	74294278	+	0	NA	intron (NM_001369124, intron 3 of 9)	L1ME3A|LINE|L1	117265	NM_001369124	132	Hs.656586	NM_001123	ENSG00000156110	ADK	AK	adenosine kinase	protein-coding
4154	chr8	133360367	133360866	+	0	NA	Intergenic	Intergenic	-63312	NM_006096	10397	Hs.372914	NM_006096	ENSG00000104419	NDRG1	CAP43|CMT4D|DRG-1|DRG1|GC4|HMSNL|NDR1|NMSL|PROXY1|RIT42|RTP|TARG1|TDD5	N-myc downstream regulated 1	protein-coding
2697	chr20	60062988	60063487	+	0	NA	intron (NR_161293, intron 2 of 3)	intron (NR_161293, intron 2 of 3)	7312	NR_161291	284756	Hs.335319	NR_126504	ENSG00000176659	C20orf197	-	chromosome 20 open reading frame 197	ncRNA
28466	chr7	138723025	138723524	+	0	NA	intron (NM_130840, intron 17 of 20)	intron (NM_130840, intron 17 of 20)	-44229	NM_001139456	136306	Hs.99414	NM_174959	ENSG00000157703	SVOPL	-	SVOP like	protein-coding
18554	chr19	50974418	50974917	+	0	NA	Intergenic	Intergenic	-5076	NM_002774	5653	Hs.79361	NM_002774	ENSG00000167755	KLK6	Bssp|Klk7|PRSS18|PRSS9|SP59|hK6	kallikrein related peptidase 6	protein-coding
26972	chr8	21678239	21678738	+	0	NA	Intergenic	Intergenic	110387	NM_001165038	2675	Hs.441202	NM_001495	ENSG00000168546	GFRA2	GDNFRB|NRTNR-ALPHA|NTNRA|RETL2|TRNR2	GDNF family receptor alpha 2	protein-coding
1465	chr11	28400165	28400664	+	0	NA	Intergenic	Intergenic	77134	NR_107035	102466876		NR_107035	ENSG00000273912	MIR8068	hsa-mir-8068	microRNA 8068	ncRNA
22562	chr5	106633893	106634392	+	0	NA	Intergenic	Intergenic	376872	NR_104671	102467213	Hs.570923	NR_104671	ENSG00000251027	LINC01950	-	long intergenic non-protein coding RNA 1950	ncRNA
5524	chr4	138308356	138308855	+	0	NA	Intergenic	Intergenic	-1106	NR_051987	100874047	Hs.570848	NR_051987	ENSG00000251372	LINC00499	-	long intergenic non-protein coding RNA 499	ncRNA
4893	chr10	21724756	21725255	+	0	NA	intron (NM_001195626, intron 14 of 22)	intron (NM_001195626, intron 14 of 22)	190833	NM_001195626	8028	Hs.30385	NM_004641	ENSG00000078403	MLLT10	AF10	MLLT10 histone lysine methyltransferase DOT1L cofactor	protein-coding
846	chr4	184625685	184626184	+	0	NA	Intergenic	MER11B|LTR|ERVK	-1062	NR_131967	105377586	Hs.338354	NR_131965	ENSG00000254233	LINC02365	LVCAT8	long intergenic non-protein coding RNA 2365	ncRNA
12023	chr5	78758129	78758628	+	0	NA	Intergenic	Intergenic	-109606	NM_005779	10184	Hs.79299	NM_005779	ENSG00000145685	LHFPL2	-	LHFPL tetraspan subfamily member 2	protein-coding
27990	chr2	151669693	151670192	+	0	NA	intron (NM_001271208, intron 38 of 182)	L2b|LINE|L2	64534	NM_004543	4703	Hs.588655	NM_004543	ENSG00000183091	NEB	NEB177D|NEM2	nebulin	protein-coding
11533	chr18	23950564	23951063	+	0	NA	intron (NM_001127717, intron 71 of 73)	intron (NM_001127717, intron 71 of 73)	-42074	NM_153211	125488	Hs.128576	NM_153211	ENSG00000168234	TTC39C	C18orf17|HsT2697	tetratricopeptide repeat domain 39C	protein-coding
7957	chr4	151917152	151917651	+	0	NA	Intergenic	ERV3-16A3_LTR|LTR|ERVL	-156378	NM_001363341	5188	Hs.119316	NM_004564	ENSG00000059691	GATB	HSPC199|PET112|PET112L	glutamyl-tRNA amidotransferase subunit B	protein-coding
6993	chrX	49740331	49740830	+	0	NA	Intergenic	MER77|LTR|ERVL	-44596	NM_003785	8712	Hs.128231	NM_003785	ENSG00000068985	PAGE1	AL5|CT16.3|GAGE-9|GAGEB1|PAGE-1	PAGE family member 1	protein-coding
5901	chr8	97909135	97909634	+	0	NA	intron (NM_002380, intron 2 of 18)	L1MA9|LINE|L1	40320	NM_001317748	4147	Hs.189445	NM_002380	ENSG00000132561	MATN2	-	matrilin 2	protein-coding
16161	chr8	58283900	58284399	+	0	NA	Intergenic	Plat_L3|LINE|CR1	-12048	NR_105005	101929528	Hs.563551	NR_105005	ENSG00000253281	LOC101929528	-	uncharacterized LOC101929528	ncRNA
17317	chr13	86446243	86446742	+	0	NA	Intergenic	MER76|LTR|ERVL	-465428	NR_132371	106144533	Hs.525107	NR_132371		LINC00430	-	long intergenic non-protein coding RNA 430	ncRNA
