Intensity 01_rerun	Intensity 02	Intensity 03	Intensity 04	Intensity 05	Intensity 06	Intensity 07	Intensity 08	Intensity 09	Intensity 10	C: Reverse	C: Potential contaminant	C: Taxonomy IDs	C: Student's T-test Significant I315I_I315R	C: Student's T-test significant	C: Student's T-test Significant I315I_I315X	C: Student's T-test significant_	C: Student's T-test Significant I315R_I315X	C: Student's T-test significant__	C: Student's T-test Significant I315R_I315X_	C: Student's T-test significant___	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: iBAQ peptides	N: MS/MS count	N: -Log Student's T-test p-value I315I_I315R	N: Student's T-test Difference I315I_I315R	N: Student's T-test Test statistic I315I_I315R	N: -Log Student's T-test p-value I315I_I315X	N: Student's T-test Difference I315I_I315X	N: Student's T-test Test statistic I315I_I315X	N: -Log Student's T-test p-value I315R_I315X	N: Student's T-test q-value I315R_I315X	N: Student's T-test Difference I315R_I315X	N: Student's T-test Test statistic I315R_I315X	N: -Log Student's T-test p-value I315R_I315X_	N: Student's T-test Difference I315R_I315X_	N: Student's T-test Test statistic I315R_I315X_	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
26.6026	27.0615	26.8433	26.5289	27.8576	26.5928	26.2789	26.6217	26.7264	26.808			-1									13	13	13	44.6	44.6	44.6	50.14	0	88.072	1216800000	23	202	0.363001	0.140697	0.869764	0.154809	-0.19971	-0.413941	0.293931	0.824635	-0.340406	-0.725639	0.293931	-0.340406	-0.725639	P68104;Q5VTE0;Q05639	P68104;Q5VTE0	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3	EEF1A1;EEF1A1P5	465
26.4548	26.1449	25.574	25.5407	26.3658	24.8477	25.756	26.2345	25.34	25.6081			-1									19	19	1	78.3	78.3	2.9	50.151	0	220.66	610840000	22	204	0.329179	-0.350208	-0.799821	0.434969	-0.454419	-1.01547	0.116309	0.922804	-0.104211	-0.319906	0.116309	-0.104211	-0.319906	P68363;P68366;Q9H853	P68363;P68366	Tubulin alpha-1B chain;Tubulin alpha-4A chain	TUBA1B;TUBA4A	466
25.509	25.3078	25.816	25.0132	26.0046	24.2369	25.269	25.4708	24.6802	24.8749			-1									18	18	3	64.3	64.3	12.6	49.83	0	167.65	413900000	21	172	0.453678	-0.378034	-1.05281	1.17828	-0.954888	-2.50612	0.947893	0.661867	-0.576854	-2.02582	0.947893	-0.576854	-2.02582	P68371;P04350	P68371;P04350	Tubulin beta-4B chain;Tubulin beta-4A chain	TUBB4B;TUBB4A	467
23.2367	22.4503	23.9012	22.9207	24.6952	22.5966	23.0397	23.3258	22.6816	23.4953			-1	#ERROR!	I315I_I315R							11	11	11	15.3	15.3	15.3	112.42	0	24.226	110420000	60	50	1.66618	-0.671151	-3.66063	1.26595	-1.30255	-2.69799	0.550694	0.775402	-0.631402	-1.24409	0.550694	-0.631402	-1.24409	P78347	P78347	General transcription factor II-I	GTF2I	468
20.5719	19.9582	21.6346	21.0896	22.3636	19.8139	21.193	20.9362	17.5469	21.7434			-1			#ERROR!	I315I_I315X					2	2	2	9	9	9	40.968	0	3.6848	22298000	19	6	1.23286	-2.1501	-2.6249	1.43235	-2.62414	-3.0794	0.489785	0.750764	-0.474046	-1.1244	0.489785	-0.474046	-1.1244	P78406	P78406	mRNA export factor	RAE1	469
26.76	27.3105	27.5152	27.0039	27.9649	26.1515	27.3059	27.4839	26.0866	27.1706			-1									82	82	82	25.3	25.3	25.3	469.08	0	221.42	1519000000	245	607	0.767662	-0.703309	-1.6675	1.14665	-1.07916	-2.43825	0.715815	0.739024	-0.375855	-1.56607	0.715815	-0.375855	-1.56607	P78527	P78527	DNA-dependent protein kinase catalytic subunit	PRKDC	470
20.2699	20.591	20.7445	20.4918	20.0589	19.4637	19.1838	18.847	18.9089	20.8647			-1									2	2	2	6.9	6.9	6.9	41.28	0.0030817	2.2343	11359000	25	4	0.200757	-0.413263	-0.521033	0.195617	-0.341213	-0.509291	0.031671	0.959195	0.0720495	0.0939452	0.031671	0.0720495	0.0939452	P82650	P82650	28S ribosomal protein S22, mitochondrial	MRPS22	472
17.8915	20.7252	21.0047	19.7849	22.5052	22.1031	20.8473	20.1805	22.0577	20.8919			-1									5	5	5	43.3	43.3	43.3	23.671	0	7.3673	24585000	12	10	1.13586	1.34291	2.41525	0.090248	0.176267	0.253516	0.876473	0.633364	-1.16665	-1.88247	0.876473	-1.16665	-1.88247	P82979	P82979	SAP domain-containing ribonucleoprotein	SARNP	473
25.3673	25.3978	24.8905	25.1195	25.4812	24.9294	24.3218	25.184	25.2148	25.1904			-1									4	4	4	24.2	24.2	24.2	17.779	0	7.8471	370150000	10	62	0.0393894	0.0160185	0.115932	0.320954	0.282855	0.782637	0.327042	0.802684	0.266837	0.795363	0.327042	0.266837	0.795363	P83731	P83731	60S ribosomal protein L24	RPL24	474
23.6636	24.0661	23.3851	23.7735	24.3675	23.1524	23.442	23.544	23.5207	23.969			-1									3	3	3	28.3	28.3	28.3	12.469	0	4.1987	139200000	6	22	0.246782	-0.182453	-0.623878	0.135015	-0.151772	-0.366148	0.0302658	0.95691	0.0306816	0.0899066	0.0302658	0.0306816	0.0899066	Q969Q0;P83881	Q969Q0;P83881	60S ribosomal protein L36a-like;60S ribosomal protein L36a	RPL36AL;RPL36A	475
24.2315	24.329	24.1156	23.8746	24.9667	23.4849	24.3816	24.0969	23.428	24.2516			-1									3	3	3	26	26	26	12.259	0	50.222	189920000	6	21	0.452798	-0.327057	-1.05106	0.897759	-0.740664	-1.92498	0.686341	0.742939	-0.413607	-1.50858	0.686341	-0.413607	-1.50858	P84090	P84090	Enhancer of rudimentary homolog	ERH	476
25.227	25.219	24.9516	25.3593	26.1683	24.5502	24.9753	25.1448	25.0185	25.3192			-1									5	5	5	22.4	22.4	22.4	23.466	0	38.289	399730000	9	40	0.760394	-0.345212	-1.65325	0.413842	-0.435843	-0.97307	0.0784619	0.936863	-0.0906315	-0.22265	0.0784619	-0.0906315	-0.22265	P84098	P84098	60S ribosomal protein L19	RPL19	477
24.4331	24.6483	24.5265	24.4952	25.0421	24.0009	24.3256	24.4965	24.1868	24.7992			-1									5	4	4	28.7	28.7	28.7	19.329	0	17.5	241080000	10	38	0.663534	-0.318275	-1.46415	0.542262	-0.352741	-1.22758	0.0501167	0.948031	-0.0344664	-0.145962	0.0501167	-0.0344664	-0.145962	P84103	P84103	Serine/arginine-rich splicing factor 3	SRSF3	478
24.7238	24.2817	24.3352	24.2351	24.4283	23.8963	24.5981	24.9404	24.6126	24.3213			-1									8	8	8	20.4	20.4	20.4	40.094	0	12.953	231410000	20	42	0.317481	-0.235403	-0.77536	0.359177	-0.190315	-0.86191	0.0668919	0.948332	0.0450878	0.191787	0.0668919	0.0450878	0.191787	Q00325	Q00325	Phosphate carrier protein, mitochondrial	SLC25A3	480
19.9795	20.862	21.7551	18.3936	21.7631	19.0962	18.9649	17.9169	20.4628	20.475			-1									4	4	4	6.6	6.6	6.6	141.45	0	8.9465	14358000	80	10	0.566766	1.21186	1.27552	0.25416	-0.687342	-0.640018	0.712118	0.731626	-1.89921	-1.55886	0.712118	-1.89921	-1.55886	Q00341	Q00341	Vigilin	HDLBP	481
22.6563	22.877	22.1849	21.5775	23.4463	22.4474	20.8932	22.8131	22.7312	22.7309			-1									12	12	12	11.7	11.7	11.7	191.61	0	44.313	62600000	95	48	0.302756	0.311387	0.74435	0.273785	0.510377	0.682548	0.084084	0.934502	0.19899	0.237443	0.084084	0.19899	0.237443	Q00610;P53675	Q00610	Clathrin heavy chain 1	CLTC	482
26.5969	26.9439	26.4368	26.581	27.5756	26.2472	26.4253	26.973	26.383	26.8439			-1									19	19	19	29.9	29.9	29.9	90.583	0	114.49	1131300000	44	223	0.493979	-0.274593	-1.13268	0.262714	-0.287877	-0.658626	0.0109914	0.982766	-0.0132847	-0.0333292	0.0109914	-0.0132847	-0.0333292	Q00839	Q00839	Heterogeneous nuclear ribonucleoprotein U	HNRNPU	484
21.3741	19.781	18.3527	19.2705	21.1509	19.5822	17.0781	18.526	20.0858	19.4043			-1									2	2	2	12.5	12.5	12.5	27.872	0	4.4614	9548600	12	7	1.13686	0.749352	2.41738	0.323874	0.955729	0.788747	0.0578728	0.948975	0.206377	0.167315	0.0578728	0.206377	0.167315	Q01081;Q8WU68	Q01081;Q8WU68	Splicing factor U2AF 35 kDa subunit;Splicing factor U2AF 26 kDa subunit	U2AF1;U2AF1L4	485
21.9581	21.7905	22.2332	21.3204	22.4019	21.5245	17.3956	20.9968	21.5841	21.6122			-1									9	9	9	4.9	4.9	4.9	274.61	0	12.105	32251000	161	20	0.762045	0.32325	1.65649	0.227741	0.956112	0.581799	0.142076	0.912224	0.632861	0.383323	0.142076	0.632861	0.383323	Q01082	Q01082	Spectrin beta chain, non-erythrocytic 1	SPTBN1	486
20.6871	21.5369	20.6944	20.4986	22.1923	19.5306	20.421	18.3878	17.5296	20.8557			-1									2	2	2	14.9	14.9	14.9	25.476	0	8.2358	16760000	11	12	0.0984382	-0.381661	-0.274646	0.541269	-1.57019	-1.22564	0.556555	0.777215	-1.18853	-1.25556	0.556555	-1.18853	-1.25556	Q01130	Q01130	Serine/arginine-rich splicing factor 2	SRSF2	487
21.4753	21.7335	20.6165	21.4387	20.8065	20.0854	20.4847	20.1259	18.8413	20.1387			-1									1	1	1	4.3	4.3	4.3	47.684	0.0030395	2.1522	18034000	23	3	0.135901	-0.347708	-0.368311	0.188696	-0.41584	-0.493394	0.0526529	0.950498	-0.0681318	-0.152977	0.0526529	-0.0681318	-0.152977	Q01344	Q01344	Interleukin-5 receptor subunit alpha	IL5RA	488
19.8285	19.9052	20.6923	20.2206	20.0058	20.7998	18.8802	19.5846	18.8663	19.0006			-1									2	2	2	3.3	3.3	3.3	113.75	0.0015848	2.4193	9978500	39	2	0.143343	0.255197	0.386389	0.000986667	-0.00232633	-0.00302575	0.151319	0.91139	-0.257523	-0.405595	0.151319	-0.257523	-0.405595	Q02413	Q02413	Desmoglein-1	DSG1	491
21.4686	20.7739	21.3357	17.8595	22.7421	20.8358	20.703	19.3463	20.8181	20.2709			-1									4	2	2	24.7	19.1	19.1	21.842	0	7.4499	21716000	11	17	1.1045	1.65038	2.34884	0.579806	-0.784323	-1.30099	1.23555	0.663462	-2.4347	-2.63082	1.23555	-2.4347	-2.63082	Q02539	Q02539	Histone H1.1	HIST1H1A	492
26.4747	26.8693	27.0866	26.7887	27.5255	25.5293	26.7997	26.764	25.566	26.5095			-1									9	9	9	40.3	40.3	40.3	20.762	0	44.392	1091900000	14	86	0.710205	-0.699188	-1.55512	1.1059	-1.14908	-2.3518	0.916942	0.653586	-0.449888	-1.96344	0.916942	-0.449888	-1.96344	Q02543	Q02543	60S ribosomal protein L18a	RPL18A	493
27.0892	27.1568	26.7902	27.3259	27.799	26.5988	26.7958	27.0654	27.3182	27.4172			-1									17	17	17	46.9	46.9	46.9	32.728	0	61.157	1515400000	19	181	0.432989	-0.244897	-1.01151	0.0924786	-0.103705	-0.259296	0.149681	0.915202	0.141192	0.401665	0.149681	0.141192	0.401665	Q02878	Q02878	60S ribosomal protein L6	RPL6	495
23.5592	23.7863	24.1391	23.303	23.9984	22.8783	23.7029	24.0959	23.172	23.7963			-1									7	7	7	29.6	29.6	29.6	34.061	0	14.857	135720000	20	45	0.569553	-0.452864	-1.28097	1.05765	-0.66798	-2.25078	0.335668	0.808858	-0.215116	-0.813326	0.335668	-0.215116	-0.813326	Q02978	Q02978	Mitochondrial 2-oxoglutarate/malate carrier protein	SLC25A11	496
23.5291	23.6788	23.4057	22.1773	24.0553	23.7302	21.7149	22.9854	23.6885	23.3608			-1									11	11	11	22.6	22.6	22.6	69.948	0	20.5	108780000	41	53	1.15439	0.858035	2.45479	0.386633	0.640524	0.918026	0.100076	0.923182	-0.217511	-0.27884	0.100076	-0.217511	-0.27884	Q03252	Q03252	Lamin-B2	LMNB2	497
21.3729	23.5138	22.4144	23.1274	24.5125	20.8291	23.4025	23.3049	22.319	23.6755			-1									3	3	3	13.5	13.5	13.5	48.357	0	4.2276	95323000	19	28	0.655329	-1.14863	-1.44817	0.549147	-1.22249	-1.24107	0.0400389	0.956414	-0.0738583	-0.117767	0.0400389	-0.0738583	-0.117767	Q05048	Q05048	Cleavage stimulation factor subunit 1	CSTF1	498
21.1072	19.5104	19.7939	19.0887	21.251	18.2651	20.8207	19.9295	19.318	20.1935			-1									3	2	1	6.5	5.2	2.2	71.174	0	7.3876	11986000	40	13	0.621708	-0.706057	-1.38268	1.28553	-1.59064	-2.74166	0.743951	0.743013	-0.884588	-1.62106	0.743951	-0.884588	-1.62106	Q06787	Q06787	Fragile X mental retardation protein 1	FMR1	500
26.8939	26.3364	27.125	26.5968	27.8539	26.1434	26.3637	26.4549	24.5971	26.6697			-1									12	12	11	61.3	61.3	55.8	22.11	0	53.671	1084500000	14	102	0.728598	-0.881465	-1.59104	0.9526	-1.42191	-2.03535	0.550095	0.774	-0.54045	-1.24292	0.550095	-0.54045	-1.24292	Q06830;Q13162	Q06830	Peroxiredoxin-1	PRDX1	501
26.2809	26.2425	25.7213	26.2418	26.7693	26.0032	25.3761	26.1437	26.373	26.7065			-1									8	8	8	37.2	37.2	37.2	21.634	0	37.931	791350000	9	68	0.315534	-0.157781	-0.771274	0.226643	0.250654	0.579354	0.378177	0.791085	0.408435	0.900809	0.378177	0.408435	0.900809	Q07020	Q07020	60S ribosomal protein L18	RPL18	502
23.0051	24.1048	24.3582	23.9504	24.141	22.6019	22.7095	22.2507	22.7066	22.8577			-1									4	4	4	22	22	22	31.362	0	15.593	115330000	15	48	0.0589269	0.11816	0.170195	0.35074	-0.598485	-0.844533	0.426651	0.775765	-0.716645	-0.998812	0.426651	-0.716645	-0.998812	Q07021	Q07021	Complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP	503
24.3819	24.804	24.6709	23.9663	25.3441	24.5174	24.0905	24.1515	25.1572	24.6163			-1									17	17	17	39.7	39.7	39.7	66.022	0	73.371	260500000	45	125	1.01989	0.581466	2.17268	0.11064	0.124335	0.30567	0.484174	0.751589	-0.457131	-1.11331	0.484174	-0.457131	-1.11331	Q07065	Q07065	Cytoskeleton-associated protein 4	CKAP4	504
26.0849	26.0967	26.6162	26.3735	27.1803	25.2817	26.6637	26.5233	25.2313	26.3452			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					9	9	9	25.3	25.3	25.3	48.227	0	73.917	853020000	22	106	1.42832	-0.877449	-3.06987	1.73668	-1.28355	-3.84782	1.0087	0.636087	-0.406098	-2.14968	1.0087	-0.406098	-2.14968	Q07666;O75525;Q5VWX1	Q07666	KH domain-containing, RNA-binding, signal transduction-associated protein 1	KHDRBS1	506
24.3475	24.5113	24.7461	24.3886	25.5385	23.3115	23.3852	23.8164	24.1004	24.8623			-1									10	10	9	43.5	43.5	40.7	27.744	0	23.612	228720000	15	99	0.33974	-0.381371	-0.82178	0.333079	-0.582223	-0.807944	0.103615	0.926345	-0.200852	-0.287873	0.103615	-0.200852	-0.287873	Q07955	Q07955	Serine/arginine-rich splicing factor 1	SRSF1	507
26.4338	26.6741	26.7384	26.3567	27.1572	26.0065	26.2466	26.4229	25.9326	26.7313			-1									34	34	34	36.4	36.4	36.4	140.96	0	323.31	957750000	73	339	0.497524	-0.299239	-1.13967	0.652373	-0.50969	-1.44241	0.297103	0.826942	-0.210451	-0.732376	0.297103	-0.210451	-0.732376	Q08211	Q08211	ATP-dependent RNA helicase A	DHX9	508
20.602	21.0508	20.9355	20.2072	20.968	20.7274	20.19	20.474	17.7185	20.4688			-1									1	1	1	1.7	1.7	1.7	99.986	0.0029586	2.0187	14871000	47	3	0.199264	-0.551085	-0.517628	0.32611	-0.865605	-0.793417	0.512712	0.764506	-0.31452	-1.16959	0.512712	-0.31452	-1.16959	Q08554	Q08554	Desmocollin-1	DSC1	509
22.4089	22.4957	22.5525	20.1693	23.2426	21.4762	21.299	20.8602	21.7583	21.0722			-1	#ERROR!	I315I_I315R							6	6	6	30.6	30.6	30.6	47.655	0	17.033	41891000	15	18	1.38247	1.20951	2.96253	0.284206	-0.454651	-0.704906	1.23886	0.672235	-1.66416	-2.63809	1.23886	-1.66416	-2.63809	Q09028;Q16576	Q09028	Histone-binding protein RBBP4	RBBP4	511
26.1607	25.3351	26.4908	25.7078	25.9554	24.6833	25.1896	25.629	22.9823	25.5144			-1									38	38	38	37.1	37.1	37.1	149.08	0	151	504840000	93	207	0.847122	-1.28347	-1.82413	0.905119	-1.54507	-1.93972	0.275059	0.84071	-0.2616	-0.685289	0.275059	-0.2616	-0.685289	Q0VF96	Q0VF96	Cingulin-like protein 1	CGNL1	513
21.9334	22.1053	21.7031	22.6739	23.7052	18.5064	23.5841	23.3178	19.9376	22.285			-1									2	2	2	13.9	13.9	13.9	19.769	0	7.5006	61817000	11	11	1.11268	-2.57582	-2.36611	1.07497	-2.81436	-2.28689	0.12187	0.918479	-0.238541	-0.333769	0.12187	-0.238541	-0.333769	Q10589	Q10589	Bone marrow stromal antigen 2	BST2	514
22.1848	22.333	23.027	22.0555	23.76	20.3223	22.9313	23.1813	21.1348	23.2575			-1			#ERROR!	I315I_I315X					11	11	11	10.9	10.9	10.9	162.12	0	15.35	68314000	64	26	1.05024	-1.56805	-2.23539	1.43588	-1.97605	-3.08776	0.363498	0.786656	-0.407995	-0.870783	0.363498	-0.407995	-0.870783	Q12769	Q12769	Nuclear pore complex protein Nup160	NUP160	515
19.3997	17.524	18.7528	17.5939	21.2473	18.6578	19.1609	18.4984	19.2608	17.4349			-1									2	2	2	5.8	5.8	5.8	58.848	0	2.6102	5620900	27	3	0.452882	0.638463	1.05123	0.599629	-1.23945	-1.33966	1.04967	0.683128	-1.87792	-2.23421	1.04967	-1.87792	-2.23421	Q12874	Q12874	Splicing factor 3A subunit 3	SF3A3	517
21.6976	20.6259	21.7352	21.0764	22.3329	20.3272	21.4439	21.12	20.8101	21.6277			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					4	4	4	3.1	3.1	3.1	213.57	0	6.8879	27531000	99	14	1.41513	-0.687009	-3.03879	1.86549	-1.24961	-4.20596	0.825335	0.687885	-0.562606	-1.78101	0.825335	-0.562606	-1.78101	Q12888	Q12888	Tumor suppressor p53-binding protein 1	TP53BP1	518
25.678	25.9707	25.587	25.6004	26.822	25.5808	25.4296	25.7102	25.4691	26.1317			-1									15	15	15	51.3	51.3	51.3	43.062	0	82.286	609600000	21	196	0.250955	-0.140607	-0.633017	0.229397	-0.272706	-0.585484	0.101156	0.922717	-0.132099	-0.281602	0.101156	-0.132099	-0.281602	Q12905	Q12905	Interleukin enhancer-binding factor 2	ILF2	519
26.2812	26.6087	26.2156	26.3661	27.3371	26.0387	25.9507	26.3084	26.2404	26.8517			-1									25	25	25	38.7	38.7	38.7	95.337	0	194.92	935120000	39	212	0.371589	-0.21283	-0.887356	0.1698	-0.205168	-0.449436	0.00547684	0.992224	0.00766182	0.0167099	0.00547684	0.00766182	0.0167099	Q12906;Q96SI9	Q12906	Interleukin enhancer-binding factor 3	ILF3	520
22.3018	23.3596	23.7283	22.4089	24.3811	22.1216	22.7754	23.3588	22.8672	23.2312			-1									6	6	6	26.8	26.8	26.8	44.739	0	64.126	97246000	17	39	0.176152	-0.216833	-0.464305	0.648825	-0.845458	-1.4355	0.495893	0.747622	-0.628625	-1.13645	0.495893	-0.628625	-1.13645	Q13148	Q13148	TAR DNA-binding protein 43	TARDBP	523
24.0082	24.2122	24.725	24.0876	24.5884	23.881	23.8745	24.0088	24.0087	24.0149			-1									6	6	6	38.4	38.4	38.4	30.84	0	133.62	188630000	14	58	0.0103025	-0.00311661	-0.0312641	0.573767	-0.361991	-1.2892	0.607312	0.771189	-0.358874	-1.35463	0.607312	-0.358874	-1.35463	Q13151	Q13151	Heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	524
18.7594	18.1402	19.8951	19.261	20.3413	17.3885	19.1999	17.5594	17.8253	19.8751			-1			#ERROR!	I315I_I315X					1	1	1	7.7	7.7	7.7	20.811	0.0029806	2.033	4311100	10	2	0.69941	-1.11384	-1.53407	2.15728	-2.02744	-5.10428	0.522812	0.765962	-0.9136	-1.18944	0.522812	-0.9136	-1.18944	Q13185	Q13185	Chromobox protein homolog 3	CBX3	525
24.4364	24.1313	23.794	24.0612	24.7359	23.7872	23.4525	23.9217	23.6043	24.9105			-1									7	6	6	33.9	30.8	30.8	25.542	0	11.903	187200000	16	40	0.590821	-0.456873	-1.32248	0.136735	-0.153211	-0.370345	0.243338	0.869632	0.303662	0.616312	0.243338	0.303662	0.616312	Q13242	Q13242	Serine/arginine-rich splicing factor 9	SRSF9	526
19.9286	18.4225	19.9894	19.8097	17.7064	19.8461	17.393	18.8868	19.8173	19.6105			-1									2	1	1	8.8	5.5	5.5	31.263	0.0015699	2.3844	6109400	14	7	0.0460714	-0.0737012	-0.134707	0.45669	0.999025	1.05881	0.548704	0.774486	1.07273	1.2402	0.548704	1.07273	1.2402	Q13243	Q13243	Serine/arginine-rich splicing factor 5	SRSF5	527
21.4843	23.4339	21.4196	21.393	25.0618	20.9927	21.4581	21.4882	17.5242	23.83			-1									4	4	3	10.5	10.5	7.8	39.586	0	4.7044	77670000	21	13	0.348189	-1.5868	-0.839266	0.403336	-1.99627	-0.951879	0.1017	0.924699	-0.409471	-0.28299	0.1017	-0.409471	-0.28299	Q13247;Q08170	Q13247;Q08170	Serine/arginine-rich splicing factor 6;Serine/arginine-rich splicing factor 4	SRSF6;SRSF4	528
23.2015	22.3145	24.3636	23.5665	23.0622	21.6329	23.9839	25.0009	22.151	24.2228			-1	#ERROR!	I315I_I315R	#ERROR!	I315I_I315X					5	5	5	10.8	10.8	10.8	88.549	0	18.494	135280000	32	27	2.06973	-2.2306	-4.82104	1.80883	-1.77042	-4.04575	0.335036	0.807907	0.460183	0.812014	0.335036	0.460183	0.812014	Q13263	Q13263	Transcription intermediary factor 1-beta	TRIM28	529
21.4446	20.326	22.0959	19.1795	22.691	21.2388	21.4269	19.1055	21.123	21.502			-1									7	7	7	29.4	29.4	29.4	52.164	0	17.788	26564000	24	17	0.505094	0.966937	1.15459	1.18981	-1.17535	-2.53102	1.16141	0.691	-2.14228	-2.46984	1.16141	-2.14228	-2.46984	Q13283	Q13283	Ras GTPase-activating protein-binding protein 1	G3BP1	530
23.0369	22.0641	21.6126	22.4034	23.0506	22.7032	21.3273	22.2414	22.5237	22.5596			-1									10	5	4	16.5	9.5	7.9	70.782	0	6.2938	57064000	37	19	0.0467434	0.0288639	0.136583	0.312842	0.433505	0.765617	0.304375	0.820402	0.404641	0.747771	0.304375	0.404641	0.747771	Q13310	Q13310	Polyadenylate-binding protein 4	PABPC4	531
18.8339	19.3352	19.0681	18.2609	19.8362	18.3356	17.2248	18.6592	17.8716	19.6926			-1									1	1	1	8.4	8.4	8.4	19.198	0.0015798	2.3952	3875700	15	1	0.230389	-0.35675	-0.587689	0.0776333	-0.195557	-0.220459	0.0633553	0.94937	0.161193	0.182236	0.0633553	0.161193	0.182236	Q13405	Q13405	39S ribosomal protein L49, mitochondrial	MRPL49	532
21.6731	21.9157	21.7479	21.4752	20.5349	21.5616	21.0373	19.7202	21.4003	21.8756			-1									3	3	3	2.8	2.8	2.8	152.1	0	4.0824	27983000	77	11	0.371216	0.602158	0.886592	0.606982	0.519126	1.35399	0.0375653	0.956737	-0.0830326	-0.110765	0.0375653	-0.0830326	-0.110765	Q13428	Q13428	Treacle protein	TCOF1	533
19.857	19.6	20.7238	18.82	20.1923	19.4798	17.7032	18.1212	19.3646	17.7603			-1	#ERROR!	I315I_I315R							2	2	2	4.8	4.8	4.8	70.754	0	7.1444	6828300	24	5	1.76269	1.24765	3.91842	0.0208217	-0.0583127	-0.0624674	0.594899	0.764932	-1.30596	-1.33043	0.594899	-1.30596	-1.33043	Q13492	Q13492	Phosphatidylinositol-binding clathrin assembly protein	PICALM	534
20.6614	22.0052	21.4655	21.8791	22.925	20.2147	21.801	21.6385	20.1401	21.158			-1									3	3	3	8.9	8.9	8.9	55.102	0	4.2174	32215000	27	13	0.526098	-0.771898	-1.19589	0.782637	-1.27715	-1.69689	0.443219	0.76958	-0.505248	-1.03196	0.443219	-0.505248	-1.03196	Q13547;Q92769	Q13547;Q92769	Histone deacetylase 1;Histone deacetylase 2	HDAC1;HDAC2	536
20.3606	20.1897	20.6678	20.079	19.4716	19.2785	19.1773	20.228	19.2101	20.2588			-1									2	2	2	5	5	5	61.494	0	3.4743	10361000	34	9	0.916532	-0.629175	-1.96262	0.14228	-0.212805	-0.383818	0.381148	0.793023	0.416369	0.906865	0.381148	0.416369	0.906865	Q13573	Q13573	SNW domain-containing protein 1	SNW1	537
19.6311	19.789	19.8761	17.3015	20.678	17.9365	19.8878	19.9152	18.8519	20.3322			-1									2	2	2	8.9	8.9	8.9	32.688	0	2.8657	7204000	14	4	0.107394	-0.323875	-0.297467	1.01266	-1.28818	-2.15781	0.416871	0.784354	-0.964303	-0.979166	0.416871	-0.964303	-0.979166	Q13595	Q13595	Transformer-2 protein homolog alpha	TRA2A	539
23.9645	24.4639	23.5106	23.4314	25.1356	23.6343	23.4476	22.8225	23.7866	23.0804			-1									7	7	7	28	28	28	48.991	0	14.24	154850000	26	49	1.28562	0.850185	2.74186	0.0388807	-0.0696659	-0.114492	0.726041	0.742293	-0.919851	-1.58604	0.726041	-0.919851	-1.58604	Q13838;O00148	Q13838;O00148	Spliceosome RNA helicase DDX39B;ATP-dependent RNA helicase DDX39A	DDX39B;DDX39A	542
25.5319	25.6498	25.7744	25.4536	26.7062	25.2472	25.4526	25.7517	25.4322	25.7288			-1									10	10	9	31.3	31.3	29	38.434	0	33.562	557130000	15	97	0.598755	-0.20163	-1.33795	0.609411	-0.534654	-1.35873	0.357521	0.791206	-0.333024	-0.858504	0.357521	-0.333024	-0.858504	Q14103	Q14103	Heterogeneous nuclear ribonucleoprotein D0	HNRNPD	543
19.1407	19.8562	19.7048	18.2413	20.1806	17.0312	16.855	19.4862	16.7513	17.2256			-1									6	1	1	8.9	1.7	1.7	107.47	0	2.4473	2620900	53	1	0.136139	-0.438131	-0.368891	0.291321	-1.03388	-0.720087	0.185294	0.879397	-0.595754	-0.48554	0.185294	-0.595754	-0.48554	Q14151	Q14151	Scaffold attachment factor B2	SAFB2	544
23.183	23.9282	24.3222	23.1462	25.3558	23.1911	23.6423	23.9498	22.7518	23.9149			-1									27	27	27	7.4	7.4	7.4	532.4	0	42.201	160440000	281	92	0.367815	-0.379944	-0.879631	0.885533	-1.14972	-1.90055	0.613844	0.760436	-0.769777	-1.36736	0.613844	-0.769777	-1.36736	Q14204	Q14204	Cytoplasmic dynein 1 heavy chain 1	DYNC1H1	547
23.609	23.9293	24.651	23.4967	24.382	22.9984	24.0894	24.4323	22.9405	23.6641			-1			#ERROR!	I315I_I315X					11	11	11	32.9	32.9	32.9	47.064	0	23.101	159020000	33	91	0.596957	-0.574941	-1.33445	1.40745	-1.08474	-3.02078	0.703566	0.734159	-0.509799	-1.54217	0.703566	-0.509799	-1.54217	Q14254	Q14254	Flotillin-2	FLOT2	548
21.9907	22.1612	22.4676	22.2136	22.6324	20.7534	22.2195	22.4212	20.6443	21.6789			-1									4	4	4	23.3	23.3	23.3	36.876	0	22.102	43286000	15	38	0.790672	-0.918293	-1.71269	1.17184	-1.25355	-2.49224	0.596046	0.765982	-0.335259	-1.33267	0.596046	-0.335259	-1.33267	Q14257	Q14257	Reticulocalbin-2	RCN2	549
